Date,Symbole,Titre,Cotation_Volume,Cotation_Valeur,Cours_Precedent,Cours_Ouv,Cours_Clot,Cours_Moy,Variation,Variation_Ann_Prec,Cours_Reference,Ecarts_Maximaux_Bas,Ecarts_Maximaux_Haut,Dernier_Dividende_Montant_Net,Dernier_Dividende_Date,Comp,Rdt_Net,PER
2016-09-27,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-28,CABC,SICABLE CI,,,91 000,NC,NC,NC,,"-26,32%",91 000,84 175,97 825,"1 200,00",28/07/2016,1er,"1,32%","19,21"
2016-09-28,FTSC,FILTISAC CI,51,1 275 000,25 000,25 000,25 000,25 000,"0,00%","-16,65%",25 000,23 125,26 875,"161,27",18/08/2016,1er,"4,18%","22,43"
2016-09-28,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-28,NTLC,NESTLE CI,25,1 270 000,50 800,50 800,50 800,50 800,"0,00%","1,60%",50 800,46 990,54 610,"31,50",29/09/2011,2eme,"0,00%","17,88"
2016-09-28,SEMC,CROWN SIEM CI,,,49 000,NC,NC,NC,"-2,48%","8,90%",47 785,44 205,51 365,"1 215,00",28/08/2015,2eme,-,"39,33"
2016-09-28,SIVC,AIR LIQUIDE CI,610,9 895 000,16 200,16 210,16 200,16 221,"0,00%","-19,00%",16 200,14 985,17 415,"630,00",18/08/2015,1er,-,"16,83"
2016-09-28,SLBC,SOLIBRA CI,5,875 000,175 000,175 000,175 000,175 000,"0,00%","-7,89%",175 000,161 875,188 125,"4 101,00",30/05/2016,1er,"2,34%","12,74"
2016-09-28,SMBC,SMB CI,41,1 025 000,27 000,25 000,25 000,25 000,"-7,41%","31,58%",27 000,24 975,29 025,"450,00",19/07/2012,1er,"0,00%","9,51"
2016-09-28,STBC,SITAB CI,3,456 600,152 200,152 200,152 200,152 200,"0,00%","-2,44%",152 000,140 785,163 615,"8 150,00",09/07/2016,1er,"5,35%","14,86"
2016-09-28,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-28,UNLC,UNILEVER CI,1,23 985,23 985,23 985,23 985,23 985,"0,00%","-4,06%",23 985,22 190,25 780,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-28,UNXC,UNIWAX CI,,,25 000,NC,NC,NC,,"-12,59%",25 000,23 125,26 875,"486,00",01/06/2016,2eme,"1,94%","21,51"
2016-09-28,CIEC,CIE CI,132,9 791 660,75 000,73 505,75 000,74 179,"0,00%","7,15%",75 000,69 375,80 625,"2 641,00",16/09/2016,1er,-,"25,55"
2016-09-28,ONTBF,ONATEL BF,1 067,13 864 330,13 000,13 000,13 000,12 994,"0,00%","-13,33%",13 000,12 025,13 975,"651,00",01/06/2016,1er,"5,01%","17,49"
2016-09-28,SDCC,SODECI,52,4 394 000,84 500,84 500,84 500,84 500,"0,00%","-18,75%",84 500,78 165,90 835,"3 240,00",30/05/2016,1er,"3,83%","23,11"
2016-09-28,SNTS,SONATEL SN,1 424,32 248 780,22 810,22 800,22 500,22 647,"-1,36%","-10,00%",22 810,21 100,24 520,"1 500,00",15/05/2016,1er,"6,58%","10,32"
2016-09-28,BICC,BICICI,26,2 287 995,88 000,88 000,87 995,88 000,"-0,01%","-12,88%",88 000,81 400,94 600,"2 771,41",24/07/2016,1er,"4,81%","15,94"
2016-09-28,BOAB,BOA BENIN,94,17 578 000,187 000,187 000,187 000,187 000,"0,00%","43,85%",187 000,172 975,201 025,"8 100,00",17/05/2016,1er,"4,33%","15,03"
2016-09-28,BOABF,BOA BURKINA FASO,102,14 296 000,142 000,142 000,140 000,140 157,"-1,41%","16,67%",142 000,131 350,152 650,"6 930,00",04/05/2016,1er,"4,71%","12,99"
2016-09-28,BOAC,BOA CI,260,38 998 000,149 800,149 800,150 000,149 992,"0,13%","20,00%",149 800,138 565,161 035,"5 480,00",08/05/2016,1er,"4,14%","18,18"
2016-09-28,BOAN,BOA NIGER,283,23 893 105,84 000,83 995,85 005,84 428,"1,20%","0,01%",84 000,77 700,90 300,"4 910,00",19/05/2016,1er,"5,73%","14,49"
2016-09-28,BOAS,BOA SENEGAL,63,3 296 000,54 500,55 000,52 000,52 317,"-4,59%","-34,18%",54 500,50 415,58 585,"750,00",01/08/2016,1er,"1,38%","31,46"
2016-09-28,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),57 049,1 601 222,29,28,28,28,"-3,45%","-41,67%",29,27,31,"1,99",19/07/2013,1er,"0,00%","8,19"
2016-09-28,SAFC,SAFCA CI,,,26 000,NC,NC,NC,,"-21,21%",26 000,24 050,27 950,"23,04",31/07/2011,1er,"0,00%","47,57"
2016-09-28,SGBC,SGCI,829,111 915 000,135 000,135 000,135 000,135 000,"0,00%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,80%","15,54"
2016-09-28,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,13,3 392 000,255 000,255 000,270 000,260 923,"5,88%","-14,42%",255 000,235 875,27 412,"9 581,00",28/06/2016,1er,"3,76%","37,88"
2016-09-28,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-28,PALC,PALM CÔTE D'IVOIRE,4 670,55 683 550,11 795,11 100,12 500,11 924,"5,98%","4,17%",11 795,10 915,12 675,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-28,SICC,SICOR CI,15,89 925,5 995,5 995,5 995,5 995,"0,00%","-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-09-28,SOGC,SOGB CI,162,5 268 750,32 250,32 250,33 000,32 523,"2,33%","28,91%",32 250,29 835,34 665,"1 710,00",25/07/2016,1er,"5,30%","11,62"
2016-09-28,SPHC,SAPH CI,22,240 080,11 500,11 000,11 500,10 913,"0,00%","0,00%",11 500,10 640,12 360,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-28,ABJC,SERVAIR ABIDJAN CI,446,74 062 140,166 500,166 500,166 500,161 562,"0,00%","95,88%",166 500,154 015,178 985,"50,00",24/07/2016,1er,"1,08%","57,41"
2016-09-28,BNBC,BERNABE CI,90,14 275 300,156 150,157 000,156 150,156 757,"0,08%","-13,20%",156 150,144 440,167 860,"5 500,00",08/07/2016,1er,"3,52%","22,07"
2016-09-28,CFAC,CFAO MOTORS CI,84,8 702 400,106 000,106 000,106 000,106 000,"0,00%","16,48%",106 000,98 050,113 950,"2 297,70",29/07/2016,2eme,"2,17%","41,52"
2016-09-28,PRSC,TRACTAFRIC MOTORS CI,3,1 140 000,399 995,399 995,399 995,399 995,"0,00%","-1,24%",399 995,370 000,429 990,"13 500,00",25/09/2016,1er,"3,26%","23,01"
2016-09-28,SHEC,VIVO ENERGY CI,295,56 269 800,194 900,189 875,194 900,191 530,"0,00%","180,94%",194 900,180 285,209 515,"1 665,00",27/07/2016,2eme,"0,85%","75,20"
2016-09-28,TTLC,TOTAL CI,607,11 156 685,18 275,18 000 000,18 275,17 933,"7,50%","-12,77%",18 275,16 905,19 645,"485,00",30/08/2016,1er,"2,46%","42,50"
2016-09-28,TTLS,TOTAL SN,350,8 715 000,24 900,24 860,24 900,24 883,"0,20%","-4,96%",24 900,23 035,26 765,"935,00",25/07/2016,1er,"3,76%","20,52"
2016-09-28,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-29,CABC,SICABLE CI,1,90 000,91 000,90 000,90 000,90 000,"-1,10%","-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-09-29,FTSC,FILTISAC CI,10,249 950,25 000,24 995,24 995,24 995,"-0,02%","-16,67%",24 995,23 125,26 865,"161,27",18/08/2016,1er,"4,18%","22,43"
2016-09-29,NEIC,NEI-CEDA CI,4,14 000,3 500,3 500,3 500,3 500,"0,00%","-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-29,NTLC,NESTLE CI,,,50 800,NC,NC,NC,,"1,60%",50 800,46 990,54 610,"31,50",29/09/2011,2eme,"0,00%","17,88"
2016-09-29,SEMC,CROWN SIEM CI,46,2 208 900,49 000,48 000,48 000,48 020,"0,45%","6,68%",48 000,44 400,51 600,"1 215,00",28/08/2015,2eme,-,"38,53"
2016-09-29,SIVC,AIR LIQUIDE CI,21,337 950,16 200,16 000,16 195,16 093,"-0,03%","-19,03%",16 195,14 985,17 405,"630,00",18/08/2015,1er,-,"16,83"
2016-09-29,SLBC,SOLIBRA CI,24,4 122 090,175 000,171 505,175 000,171 754,"0,00%","-7,89%",175 000,161 875,188 125,"4 101,00",30/05/2016,1er,"2,34%","12,74"
2016-09-29,SMBC,SMB CI,125,3 125 000,25 000,25 000,25 000,25 000,"0,00%","31,58%",25 000,23 125,26 875,"450,00",19/07/2012,1er,"0,00%","8,80"
2016-09-29,STBC,SITAB CI,45,6 840 045,152 200,152 005,152 000,152 001,"0,13%","-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-29,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-29,UNLC,UNILEVER CI,501,11 773 500,23 985,23 500,23 500,23 500,"-2,02%","-6,00%",23 500,21 740,25 260,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-29,UNXC,UNIWAX CI,837,21 001 300,25 000,24 500,26 000,25 091,"4,00%","-9,09%",26 000,24 050,27 950,"486,00",01/06/2016,2eme,"1,87%","22,37"
2016-09-29,CIEC,CIE CI,156,11 484 000,75 000,73 000,73 000,73 615,"-2,67%","4,29%",73 000,67 525,78 475,"2 641,00",16/09/2016,1er,-,"24,87"
2016-09-29,ONTBF,ONATEL BF,577,7 452 350,13 000,13 000,13 000,12 916,"0,00%","-13,33%",13 000,12 025,13 975,"651,00",01/06/2016,1er,"5,01%","17,49"
2016-09-29,SDCC,SODECI,22,1 862 515,84 500,84 505,84 500,84 660,"0,00%","-18,75%",84 500,78 165,90 835,"3 240,00",30/05/2016,1er,"3,83%","23,11"
2016-09-29,SNTS,SONATEL SN,17 171,388 999 805,22 500,22 600,22 800,22 654,"1,33%","-8,80%",22 800,21 090,24 510,"1 500,00",15/05/2016,1er,"6,58%","10,31"
2016-09-29,BICC,BICICI,80,7 047 500,87 995,88 000,89 500,88 094,"1,71%","-11,39%",89 500,82 790,96 210,"2 771,41",24/07/2016,1er,"4,73%","16,21"
2016-09-29,BOAB,BOA BENIN,27,4 995 000,187 000,185 000,185 000,185 000,"-1,07%","42,31%",185 000,171 125,198 875,"8 100,00",17/05/2016,1er,"4,38%","14,87"
2016-09-29,BOABF,BOA BURKINA FASO,26,3 636 000,140 000,140 000,140 000,139 846,"0,00%","16,67%",140 000,129 500,150 500,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-09-29,BOAC,BOA CI,138,20 698 415,150 000,150 000,149 995,149 989,"0,00%","20,00%",149 995,138 750,161 240,"5 480,00",08/05/2016,1er,"4,13%","18,20"
2016-09-29,BOAN,BOA NIGER,85,7 438 235,85 005,84 000,91 380,87 509,"7,50%","7,51%",91 380,84 530,98 230,"4 910,00",19/05/2016,1er,"5,27%","15,77"
2016-09-29,BOAS,BOA SENEGAL,32,1 743 990,52 000,54 600,54 490,54 500,"4,79%","-31,03%",54 490,50 405,58 575,"750,00",01/08/2016,1er,"1,38%","31,45"
2016-09-29,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),507 222,13 725 524,28,29,27,27,"-3,57%","-43,75%",27,25,29,"1,99",19/07/2013,1er,"0,00%","7,63"
2016-09-29,SAFC,SAFCA CI,,,26 000,NC,NC,NC,,"-21,21%",26 000,24 050,27 950,"23,04",31/07/2011,1er,"0,00%","47,57"
2016-09-29,SGBC,SGCI,85,11 469 370,135 000,134 900,135 000,134 934,"0,00%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-09-29,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,18,4 900 000,270 000,270 000,270 000,272 222,"0,00%","-14,42%",270 000,249 750,290 250,"9 581,00",28/06/2016,1er,"3,55%","40,11"
2016-09-29,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-29,PALC,PALM CÔTE D'IVOIRE,,,12 500,NC,NC,NC,,"4,17%",12 500,11 565,12 435,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-29,SICC,SICOR CI,,,5 995,NC,NC,NC,,"-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-09-29,SOGC,SOGB CI,2,66 000,33 000,33 000,33 000,33 000,"0,00%","28,91%",33 000,30 525,34 475,"1 710,00",25/07/2016,1er,"5,18%","11,89"
2016-09-29,SPHC,SAPH CI,30,343 500,11 500,11 450,11 500,11 450,"0,00%","0,00%",11 500,10 640,12 360,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-29,ABJC,SERVAIR ABIDJAN CI,908,149 842 935,166 500,165 995,166 000,165 025,"-0,30%","95,29%",166 500,154 015,178 985,"50,00",24/07/2016,1er,"1,08%","57,24"
2016-09-29,BNBC,BERNABE CI,90,800 000,160 000,160 000,160 000,160 000,"0,00%","-11,06%",156 150,144 440,167 860,"5 500,00",08/07/2016,1er,"3,44%","22,62"
2016-09-29,CFAC,CFAO MOTORS CI,84,7 900 000,103 000,100 000,100 000,100 000,"-2,91%","9,89%",106 000,98 050,113 950,"2 297,70",29/07/2016,2eme,"2,30%","39,17"
2016-09-29,PRSC,TRACTAFRIC MOTORS CI,3,7 650 080,380 000,380 000,370 000,364 290,"-2,63%","-8,64%",399 995,370 000,429 990,"13 500,00",25/09/2016,1er,"3,53%","21,28"
2016-09-29,SHEC,VIVO ENERGY CI,295,12 124 065,192 000,189 000,191 895,189 439,"-0,05%","176,61%",194 900,180 285,209 515,"1 665,00",27/07/2016,2eme,"0,87%","74,04"
2016-09-29,TTLC,TOTAL CI,607,3 009 500,18 000,18 500,18 000,18 021,"0,00%","-14,08%",18 275,16 905,19 645,"485,00",30/08/2016,1er,"2,50%","41,86"
2016-09-29,TTLS,TOTAL SN,350,2 403 600,24 900,24 900,24 000,24 036,"-3,61%","-8,40%",24 900,23 035,26 765,"935,00",25/07/2016,1er,"3,90%","19,78"
2016-09-29,STAC,SETAO CI,1,38 995,40 000,38 995,38 995,38 995,"-2,51%","-26,01%",38 995,36 075,41 915,,,2eme,"0,00%","15,41"
2016-10-03,CABC,SICABLE CI,,,90 000,NC,NC,NC,,"-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-10-03,FTSC,FILTISAC CI,147,3 511 085,24 000,24 000,24 000,23 885,"0,00%","-19,99%",24 000,22 200,25 800,"161,27",18/08/2016,1er,"4,35%","21,54"
2016-10-03,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-10-03,NTLC,NESTLE CI,12,612 070,51 000,51 005,51 010,51 006,"0,02%","2,02%",51 010,47 185,54 835,"31,50",29/09/2011,2eme,"0,00%","17,95"
2016-10-03,SEMC,CROWN SIEM CI,,,48 000,NC,NC,NC,,"6,68%",48 000,44 400,51 600,"1 215,00",30/09/2016,2eme,-,"38,53"
2016-10-03,SIVC,AIR LIQUIDE CI,,,16 195,NC,NC,NC,,"-19,03%",16 195,14 985,17 405,"630,00",18/08/2015,1er,-,"16,83"
2016-10-03,SLBC,SOLIBRA CI,,,188 000,NC,NC,NC,,"-1,05%",188 000,173 900,202 100,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-10-03,SMBC,SMB CI,482,12 043 485,25 000,25 000,24 515,24 986,"-1,94%","29,03%",25 515,22 680,26 350,"450,00",19/07/2012,1er,"0,00%","8,63"
2016-10-03,STBC,SITAB CI,5,749 500,156 000,150 000,149 500,149 900,"-4,17%","-4,17%",149 500,138 290,160 710,"8 150,00",09/07/2016,1er,"5,45%","14,60"
2016-10-03,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-10-03,UNLC,UNILEVER CI,3,69 000,23 500,23 000,23 000,23 000,"-2,13%","-8,00%",23 000,21 275,24 725,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-10-03,UNXC,UNIWAX CI,14,354 220,26 000,25 300,25 305,25 301,"-2,67%","-11,52%",25 305,23 410,27 200,"486,00",01/06/2016,2eme,"1,92%","21,78"
2016-10-03,CIEC,CIE CI,13,963 200,74 980,74 000,74 400,74 092,"0,77%","6,29%",74 400,68 820,79 980,"2 641,00",16/09/2016,1er,-,"25,34"
2016-10-03,ONTBF,ONATEL BF,596,7 544 600,12 800,12 800,12 600,12 659,"-1,56%","-16,00%",12 600,11 655,13 545,"651,00",01/06/2016,1er,"5,17%","16,95"
2016-10-03,SDCC,SODECI,,,84 500,NC,NC,NC,,"-18,75%",84 500,78 165,90 835,"3 240,00",30/05/2016,1er,"3,83%","23,11"
2016-10-03,SNTS,SONATEL SN,7 155,162 830 880,22 700,22 700,22 600,22 758,"-0,44%","-9,60%",22 600,20 905,24 295,"1 500,00",15/05/2016,1er,"6,64%","10,22"
2016-10-03,BICC,BICICI,9,787 500,89 900,87 500,87 500,87 500,"-0,46%","-13,37%",87 500,80 940,94 060,"2 771,41",24/07/2016,1er,"4,84%","15,85"
2016-10-03,BOAB,BOA BENIN,43,7 740 000,184 000,180 000,180 000,180 000,"-2,17%","38,46%",180 000,166 500,193 500,"8 100,00",17/05/2016,1er,"4,50%","14,47"
2016-10-03,BOABF,BOA BURKINA FASO,8,1 110 000,138 000,138 500,138 000,138 750,"0,00%","15,00%",138 000,127 650,148 350,"6 930,00",04/05/2016,1er,"4,85%","12,62"
2016-10-03,BOAC,BOA CI,13,1 949 940,150 000,150 000,149 995,149 995,"0,00%","20,00%",149 995,138 750,161 240,"5 480,00",08/05/2016,1er,"4,13%","18,20"
2016-10-03,BOAN,BOA NIGER,76,6 840 000,94 000,90 000,90 000,90 000,"-4,26%","5,88%",90 000,83 250,96 750,"4 910,00",19/05/2016,1er,"5,35%","15,53"
2016-10-03,BOAS,BOA SENEGAL,32,1 697 990,54 000,53 995,53 000,53 062,"-1,85%","-32,91%",53 000,49 025,56 975,"750,00",01/08/2016,1er,"1,42%","30,59"
2016-10-03,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),80 861,2 349 930,29,29,28,29,"-3,45%","-41,67%",28,26,30,"1,99",19/07/2013,1er,"0,00%","7,91"
2016-10-03,SAFC,SAFCA CI,,,25 000,NC,NC,NC,,"-24,24%",25 000,23 125,26 875,"23,04",31/07/2011,1er,"0,00%","45,75"
2016-10-03,SGBC,SGCI,82,10 609 305,134 000,130 200,128 000,129 382,"-4,48%","-4,47%",128 000,118 400,137 600,"5 228,00",28/06/2016,1er,"4,08%","14,73"
2016-10-03,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,2,530 000,270 000,265 000,265 000,265 000,"1,85%","-16,01%",265 000,245 125,284 875,"9 581,00",28/06/2016,1er,"3,62%","39,37"
2016-10-03,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-10-03,PALC,PALM CÔTE D'IVOIRE,15,187 440,12 500,12 500,12 495,12 496,"-0,04%","4,13%",12 495,11 560,13 430,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-10-03,SICC,SICOR CI,,,5 995,NC,NC,NC,,"-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-10-03,SOGC,SOGB CI,1,32 000,31 990,32 000,32 000,32 000,"0,03%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","11,53"
2016-10-03,SPHC,SAPH CI,1,11 000,11 500,11 000,11 000,11 000,"-4,35%","-4,35%",11 000,10 175,11 825,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-10-03,ABJC,SERVAIR ABIDJAN CI,676,4 802 980,7 680,7 105,7 105,7 105,"-7,49%","67,18%",7 105,6 575,7 635,"50,00",24/07/2016,1er,"1,27%","2,45"
2016-10-03,BNBC,BERNABE CI,,,155 000,NC,NC,NC,,"-13,84%",155 000,143 375,7 635,"5 500,00",08/07/2016,1er,"3,55%","21,91"
2016-10-03,CFAC,CFAO MOTORS CI,111,11 100 000,100 000,100 000,100 000,100 000,"0,00%","9,89%",100 000,92 500,107 500,"2 297,70",29/07/2016,2eme,"2,30%","39,17"
2016-10-03,PRSC,TRACTAFRIC MOTORS CI,18,6 649 920,360 000,369 995,365 000,369 440,"1,39%","-9,88%",365 000,337 625,392 375,"13 500,00",25/09/2016,1er,"3,58%","20,99"
2016-10-03,SHEC,VIVO ENERGY CI,202,36 300 120,191 895,177 505,180 000,179 704,"-6,20%","15946,00%",180 000,166 500,193 500,"1 665,00",27/07/2016,2eme,"0,93%","69,45"
2016-10-03,TTLC,TOTAL CI,82,1 457 335,18 000,17 900,17 500,17 772,"-2,78%","-16,47%",17 500,16 190,18 810,"485,00",30/08/2016,1er,"2,57%","40,70"
2016-10-03,TTLS,TOTAL SN,5,128 000,24 000,25 600,25 600,25 600,"6,67%","-2,29%",25 600,23 680,27 520,"935,00",25/07/2016,1er,"3,65%","21,10"
2016-10-03,STAC,SETAO CI,,,38 995,NC,NC,NC,,"-26,01%",38 995,36 075,41 915,,,2eme,"0,00%","15,41"
2016-10-05,CABC,SICABLE CI,5,441 995,90 000,89 995,88 000,88 399,"-2,22%","-28,74%",88 000,81 400,94 600,"1 200,00",28/07/2016,1er,"1,36%","18,57"
2016-10-05,FTSC,FILTISAC CI,55,1 315 000,24 000,24 000,24 000,23 909,"0,00%","-19,99%",24 000,22 200,25 800,"161,27",18/08/2016,1er,"4,35%","21,54"
2016-10-05,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-10-05,NTLC,NESTLE CI,31,1 583 000,51 010,53 000,51 000,51 065,"-0,02%","2,00%",51 000,47 175,54 825,"31,50",29/09/2011,2eme,"0,00%","17,95"
2016-10-05,SEMC,CROWN SIEM CI,25,1 150 000,47 000,46 000,46 000,46 000,"-2,13%","2,23%",46 000,42 550,49 450,"1 215,00",30/09/2016,2eme,-,"36,92"
2016-10-05,SIVC,AIR LIQUIDE CI,25,400 000,16 195,16 000,16 000,16 000,"-1,20%","-20,00%",16 000,14 800,17 200,"630,00",18/08/2015,1er,-,"16,62"
2016-10-05,SLBC,SOLIBRA CI,,,187 995,NC,NC,NC,,"-1,05%",187 995,173 900,202 090,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-10-05,SMBC,SMB CI,70,1 691 110,25 000,24 505,24 000,24 159,"-4,00%","26,32%",24 000,22 200,25 800,"450,00",19/07/2012,1er,"0,00%","8,45"
2016-10-05,STBC,SITAB CI,,,147 500,NC,NC,NC,,"-5,45%",147 500,136 440,158 560,"8 150,00",09/07/2016,1er,"5,53%","14,40"
2016-10-05,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-10-05,UNLC,UNILEVER CI,1,22 500,23 000,22 500,22 500,22 500,"-2,17%","-10,00%",22 500,20 815,24 185,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-10-05,UNXC,UNIWAX CI,36,896 600,24 700,24 950,24 790,24 906,"0,36%","-13,32%",24 790,22 935,26 645,"486,00",01/06/2016,2eme,"1,96%","21,33"
2016-10-05,CIEC,CIE CI,190,13 880 000,75 000,75 000,73 000,73 053,"-2,67%","4,29%",73 000,67 525,78 475,"2 641,00",16/09/2016,1er,-,"24,87"
2016-10-05,ONTBF,ONATEL BF,8 201,102 931 050,12 800,12 600,12 300,12 551,"-3,91%","-18,00%",12 300,11 380,13 220,"651,00",01/06/2016,1er,"5,29%","16,54"
2016-10-05,SDCC,SODECI,102,8 726 655,85 505,85 505,85 550,85 555,"0,05%","-17,74%",85 550,79 135,91 965,"3 240,00",30/05/2016,1er,"3,79%","23,39"
2016-10-05,SNTS,SONATEL SN,4 099,93 663 620,22 800,22 700,22 900,22 850,"0,44%","-8,40%",22 900,21 185,24 615,"1 500,00",15/05/2016,1er,"6,55%","10,36"
2016-10-05,BICC,BICICI,5,437 000,87 500,87 500,87 000,87 400,"-0,57%","-13,86%",87 000,80 475,93 525,"2 771,41",24/07/2016,1er,"4,86%","15,76"
2016-10-05,BOAB,BOA BENIN,80,14 460 000,180 000,184 000,180 000,180 750,"0,00%","38,46%",180 000,166 500,193 500,"8 100,00",17/05/2016,1er,"4,50%","14,47"
2016-10-05,BOABF,BOA BURKINA FASO,45,6 220 000,138 000,140 000,138 000,138 222,"0,00%","15,00%",138 000,127 650,148 350,"6 930,00",04/05/2016,1er,"4,85%","12,62"
2016-10-05,BOAC,BOA CI,88,12 784 985,148 100,149 995,145 000,145 284,"-2,09%","16,00%",145 000,134 125,155 875,"5 480,00",08/05/2016,1er,"4,28%","17,60"
2016-10-05,BOAN,BOA NIGER,33,2 970 150,86 000,90 000,90 005,90 005,"4,66%","5,89%",90 005,83 255,96 755,"4 910,00",19/05/2016,1er,"5,35%","15,53"
2016-10-05,BOAS,BOA SENEGAL,84,4 579 500,54 000,53 100,54 000,54 518,"0,00%","-31,65%",54 000,49 950,58 050,"750,00",01/08/2016,1er,"1,39%","31,17"
2016-10-05,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),293 207,8 218 850,29,29,27,28,"-6,90%","-43,75%",27,25,29,"1,99",19/07/2013,1er,"0,00%","7,63"
2016-10-05,SAFC,SAFCA CI,,,25 000,NC,NC,NC,,"-24,24%",25 000,23 125,26 875,"23,04",31/07/2011,1er,"0,00%","45,75"
2016-10-05,SGBC,SGCI,5 829,802 655 625,128 100,137 705,137 705,137 700,"7,50%","2,77%",137 705,127 380,148 030,"5 228,00",28/06/2016,1er,"3,80%","15,85"
2016-10-05,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,20,5 394 945,256 010,270 000,270 000,269 747,"5,46%","-14,42%",270 000,249 750,290 250,"9 581,00",28/06/2016,1er,"3,55%","40,11"
2016-10-05,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-10-05,PALC,PALM CÔTE D'IVOIRE,4 507,56 289 930,12 495,12 400,12 500,12 489,"0,04%","4,17%",12 500,11 565,13 435,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-10-05,SICC,SICOR CI,,,5 995,NC,NC,NC,,"-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-10-05,SOGC,SOGB CI,269,8 665 000,32 000,33 000,32 000,32 212,"0,00%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","11,53"
2016-10-05,SPHC,SAPH CI,94,1 031 500,11 000,10 950,10 950,10 973,"-0,45%","-4,78%",10 950,10 130,11 770,"116,00",23/06/2014,1er,"0,00%","0,00"
